representation,dataset_a,dataset_b,distance
untrained,NSK-GBM,3D-MR-MS,0.6918364245808937
untrained,NSK-GBM,BGSP,0.6444221426392669
untrained,NSK-GBM,BraTS25-MEN,0.5550303290948192
untrained,NSK-GBM,BraTS25-MET,0.5325772120692703
untrained,NSK-GBM,BraTS25-SSA,0.553705043038782
untrained,NSK-GBM,BrainMetShare,0.6039803193537744
untrained,NSK-GBM,EPISURG,0.6055400301574538
untrained,NSK-GBM,ISLES22,0.5686885641954175
untrained,NSK-GBM,IXI,0.5909317368442092
untrained,NSK-GBM,MS-60,0.6913200836966541
untrained,NSK-GBM,MSLesSeg,0.5962677875276381
untrained,NSK-GBM,NFBS,0.653236623609924
untrained,NSK-GBM,NSK-GBM,0.0
untrained,NSK-GBM,OASIS-1,0.615698932768578
untrained,NSK-GBM,OASIS-2,0.6103442189561089
untrained,NSK-GBM,UMF-PD,0.6901218181913501
untrained,NSK-GBM,UPENN-GBM,0.5895437529710675
untrained,OASIS-1,3D-MR-MS,0.660830429024854
untrained,OASIS-1,BGSP,0.5811831411678864
untrained,OASIS-1,BraTS25-MEN,0.4779766490079924
untrained,OASIS-1,BraTS25-MET,0.45155776702418143
untrained,OASIS-1,BraTS25-SSA,0.4844506258703015
untrained,OASIS-1,BrainMetShare,0.538871638924417
untrained,OASIS-1,EPISURG,0.5332547492841695
untrained,OASIS-1,ISLES22,0.494027580505902
untrained,OASIS-1,IXI,0.5326676824929426
untrained,OASIS-1,MS-60,0.6297559799012931
untrained,OASIS-1,MSLesSeg,0.5329222923684953
untrained,OASIS-1,NFBS,0.5895706718338953
untrained,OASIS-1,NSK-GBM,0.615698932768578
untrained,OASIS-1,OASIS-1,0.0
untrained,OASIS-1,OASIS-2,0.5495360050464627
untrained,OASIS-1,UMF-PD,0.6485593314869017
untrained,OASIS-1,UPENN-GBM,0.534698683972319
untrained,OASIS-2,3D-MR-MS,0.6666662789910922
untrained,OASIS-2,BGSP,0.5807432578156632
untrained,OASIS-2,BraTS25-MEN,0.47586351595362125
untrained,OASIS-2,BraTS25-MET,0.449295837586474
untrained,OASIS-2,BraTS25-SSA,0.48400856421425287
untrained,OASIS-2,BrainMetShare,0.5409875716399021
untrained,OASIS-2,EPISURG,0.5338345943595028
untrained,OASIS-2,ISLES22,0.49269204130585637
untrained,OASIS-2,IXI,0.5257097300109798
untrained,OASIS-2,MS-60,0.6308240807644935
untrained,OASIS-2,MSLesSeg,0.534925467431977
untrained,OASIS-2,NFBS,0.5863231033699401
untrained,OASIS-2,NSK-GBM,0.6103442189561089
untrained,OASIS-2,OASIS-1,0.5495360050464627
untrained,OASIS-2,OASIS-2,0.0
untrained,OASIS-2,UMF-PD,0.6601355571079475
untrained,OASIS-2,UPENN-GBM,0.534433108152404
untrained,UMF-PD,3D-MR-MS,0.6975564423970789
untrained,UMF-PD,BGSP,0.6900764100529586
untrained,UMF-PD,BraTS25-MEN,0.6060181227064607
untrained,UMF-PD,BraTS25-MET,0.565856125853553
untrained,UMF-PD,BraTS25-SSA,0.6049013258947581
untrained,UMF-PD,BrainMetShare,0.6529982330885052
untrained,UMF-PD,EPISURG,0.5923414441471029
untrained,UMF-PD,ISLES22,0.6157137106187692
untrained,UMF-PD,IXI,0.6303566462699633
untrained,UMF-PD,MS-60,0.7287233639300696
untrained,UMF-PD,MSLesSeg,0.6473370495163869
untrained,UMF-PD,NFBS,0.6790258209574749
untrained,UMF-PD,NSK-GBM,0.6901218181913501
untrained,UMF-PD,OASIS-1,0.6485593314869017
untrained,UMF-PD,OASIS-2,0.6601355571079475
untrained,UMF-PD,UMF-PD,0.0
untrained,UMF-PD,UPENN-GBM,0.6302855519502569
untrained,UPENN-GBM,3D-MR-MS,0.6653293419307673
untrained,UPENN-GBM,BGSP,0.5699129660522282
untrained,UPENN-GBM,BraTS25-MEN,0.46424102550094865
untrained,UPENN-GBM,BraTS25-MET,0.4356373388037044
untrained,UPENN-GBM,BraTS25-SSA,0.46574964989134393
untrained,UPENN-GBM,BrainMetShare,0.5267317471619765
untrained,UPENN-GBM,EPISURG,0.5065714039295329
untrained,UPENN-GBM,ISLES22,0.47806947486825835
untrained,UPENN-GBM,IXI,0.5083820615940211
untrained,UPENN-GBM,MS-60,0.6182211900148824
untrained,UPENN-GBM,MSLesSeg,0.523138280850811
untrained,UPENN-GBM,NFBS,0.5756666971118768
untrained,UPENN-GBM,NSK-GBM,0.5895437529710675
untrained,UPENN-GBM,OASIS-1,0.534698683972319
untrained,UPENN-GBM,OASIS-2,0.534433108152404
untrained,UPENN-GBM,UMF-PD,0.6302855519502569
untrained,UPENN-GBM,UPENN-GBM,0.0
medical,3D-MR-MS,3D-MR-MS,0.0
medical,3D-MR-MS,BGSP,0.6897069495552323
medical,3D-MR-MS,BraTS25-MEN,0.6048330324999016
medical,3D-MR-MS,BraTS25-MET,0.5816539876868704
medical,3D-MR-MS,BraTS25-SSA,0.5994092105487636
medical,3D-MR-MS,BrainMetShare,0.6527708976566309
medical,3D-MR-MS,EPISURG,0.6374339837361997
medical,3D-MR-MS,ISLES22,0.6102192534621091
medical,3D-MR-MS,IXI,0.6583510330584682
medical,3D-MR-MS,MS-60,0.7344105753113123
medical,3D-MR-MS,MSLesSeg,0.654004407901449
medical,3D-MR-MS,NFBS,0.7090360719656209
medical,3D-MR-MS,NSK-GBM,0.7225227318179208
medical,3D-MR-MS,OASIS-1,0.6606850697007997
medical,3D-MR-MS,OASIS-2,0.6622075636317362
medical,3D-MR-MS,UMF-PD,0.7306141830247672
medical,3D-MR-MS,UPENN-GBM,0.6502780272064288
medical,BGSP,3D-MR-MS,0.6897069495552323
medical,BGSP,BGSP,0.0
medical,BGSP,BraTS25-MEN,0.502713058827527
medical,BGSP,BraTS25-MET,0.49426170831133
medical,BGSP,BraTS25-SSA,0.49375097058221695
medical,BGSP,BrainMetShare,0.5397181798978711
medical,BGSP,EPISURG,0.5545274641061626
medical,BGSP,ISLES22,0.5151500776511838
medical,BGSP,IXI,0.5433548394551252
medical,BGSP,MS-60,0.6585506535067492
medical,BGSP,MSLesSeg,0.5607264905461603
medical,BGSP,NFBS,0.6385579009325322
medical,BGSP,NSK-GBM,0.6451927484706399
medical,BGSP,OASIS-1,0.5752381740016168
medical,BGSP,OASIS-2,0.5702541211003145
medical,BGSP,UMF-PD,0.7086863123750894
medical,BGSP,UPENN-GBM,0.5575997796009271
medical,BraTS25-MEN,3D-MR-MS,0.6048330324999016
medical,BraTS25-MEN,BGSP,0.502713058827527
medical,BraTS25-MEN,BraTS25-MEN,0.0
medical,BraTS25-MEN,BraTS25-MET,0.2749925806797985
medical,BraTS25-MEN,BraTS25-SSA,0.25182925037984
medical,BraTS25-MEN,BrainMetShare,0.3981635331053859
medical,BraTS25-MEN,EPISURG,0.43923643548623065
medical,BraTS25-MEN,ISLES22,0.3865191228433613
medical,BraTS25-MEN,IXI,0.4470539931526237
medical,BraTS25-MEN,MS-60,0.5690690940060639
medical,BraTS25-MEN,MSLesSeg,0.43918151838733016
medical,BraTS25-MEN,NFBS,0.5430768861768273
medical,BraTS25-MEN,NSK-GBM,0.5495724281584891
medical,BraTS25-MEN,OASIS-1,0.4680817178256964
medical,BraTS25-MEN,OASIS-2,0.4691000218379485
medical,BraTS25-MEN,UMF-PD,0.6327622650300461
medical,BraTS25-MEN,UPENN-GBM,0.453103420925465
medical,BraTS25-MET,3D-MR-MS,0.5816539876868704
medical,BraTS25-MET,BGSP,0.49426170831133
medical,BraTS25-MET,BraTS25-MEN,0.2749925806797985
medical,BraTS25-MET,BraTS25-MET,0.0
medical,BraTS25-MET,BraTS25-SSA,0.25409477583775697
medical,BraTS25-MET,BrainMetShare,0.38358443254856855
medical,BraTS25-MET,EPISURG,0.423053011924981
medical,BraTS25-MET,ISLES22,0.30592219192139025
medical,BraTS25-MET,IXI,0.4278520186832159
medical,BraTS25-MET,MS-60,0.5592991034279807
medical,BraTS25-MET,MSLesSeg,0.4213801889905218
medical,BraTS25-MET,NFBS,0.4977630517679855
medical,BraTS25-MET,NSK-GBM,0.5348761588906106
medical,BraTS25-MET,OASIS-1,0.4557411034661235
medical,BraTS25-MET,OASIS-2,0.45253422258465376
medical,BraTS25-MET,UMF-PD,0.6272563045554066
medical,BraTS25-MET,UPENN-GBM,0.4334787467773683
medical,BraTS25-SSA,3D-MR-MS,0.5994092105487636
medical,BraTS25-SSA,BGSP,0.49375097058221695
medical,BraTS25-SSA,BraTS25-MEN,0.25182925037984
medical,BraTS25-SSA,BraTS25-MET,0.25409477583775697
medical,BraTS25-SSA,BraTS25-SSA,0.0
medical,BraTS25-SSA,BrainMetShare,0.39226010727845856
medical,BraTS25-SSA,EPISURG,0.4404058077405414
medical,BraTS25-SSA,ISLES22,0.3467671636285158
medical,BraTS25-SSA,IXI,0.4408008197482146
medical,BraTS25-SSA,MS-60,0.5617371526282381
medical,BraTS25-SSA,MSLesSeg,0.4270478514700707
medical,BraTS25-SSA,NFBS,0.5343469024571118
medical,BraTS25-SSA,NSK-GBM,0.5458573306243665
medical,BraTS25-SSA,OASIS-1,0.46211904842008455
medical,BraTS25-SSA,OASIS-2,0.462102928283324
medical,BraTS25-SSA,UMF-PD,0.6191355809399417
medical,BraTS25-SSA,UPENN-GBM,0.431198790901276
medical,BrainMetShare,3D-MR-MS,0.6527708976566309
medical,BrainMetShare,BGSP,0.5397181798978711
medical,BrainMetShare,BraTS25-MEN,0.3981635331053859
medical,BrainMetShare,BraTS25-MET,0.38358443254856855
medical,BrainMetShare,BraTS25-SSA,0.39226010727845856
medical,BrainMetShare,BrainMetShare,0.0
medical,BrainMetShare,EPISURG,0.48823533960570803
medical,BrainMetShare,ISLES22,0.42418516375153204
medical,BrainMetShare,IXI,0.4888647396526987
medical,BrainMetShare,MS-60,0.5999428300028957
medical,BrainMetShare,MSLesSeg,0.4961353743721528
medical,BrainMetShare,NFBS,0.5767871664346638
medical,BrainMetShare,NSK-GBM,0.590222975716084
medical,BrainMetShare,OASIS-1,0.5101261024577415
medical,BrainMetShare,OASIS-2,0.5099197797987833
medical,BrainMetShare,UMF-PD,0.6511433864804034
medical,BrainMetShare,UPENN-GBM,0.4969982978600512
medical,EPISURG,3D-MR-MS,0.6374339837361997
medical,EPISURG,BGSP,0.5545274641061626
medical,EPISURG,BraTS25-MEN,0.43923643548623065
medical,EPISURG,BraTS25-MET,0.423053011924981
medical,EPISURG,BraTS25-SSA,0.4404058077405414
medical,EPISURG,BrainMetShare,0.48823533960570803
medical,EPISURG,EPISURG,0.0
medical,EPISURG,ISLES22,0.46478089006214646
medical,EPISURG,IXI,0.49536043655966555
medical,EPISURG,MS-60,0.6155942983282239
medical,EPISURG,MSLesSeg,0.5104516119152764
medical,EPISURG,NFBS,0.5914439310028644
medical,EPISURG,NSK-GBM,0.5907745510109146
medical,EPISURG,OASIS-1,0.5253630641002863
medical,EPISURG,OASIS-2,0.5230005052058149
medical,EPISURG,UMF-PD,0.623243062988023
medical,EPISURG,UPENN-GBM,0.48727945985912424
medical,ISLES22,3D-MR-MS,0.6102192534621091
medical,ISLES22,BGSP,0.5151500776511838
medical,ISLES22,BraTS25-MEN,0.3865191228433613
medical,ISLES22,BraTS25-MET,0.30592219192139025
medical,ISLES22,BraTS25-SSA,0.3467671636285158
medical,ISLES22,BrainMetShare,0.42418516375153204
medical,ISLES22,EPISURG,0.46478089006214646
medical,ISLES22,ISLES22,0.0
medical,ISLES22,IXI,0.46786318224732804
medical,ISLES22,MS-60,0.589715873582201
medical,ISLES22,MSLesSeg,0.47083876827247395
medical,ISLES22,NFBS,0.4791250369505036
medical,ISLES22,NSK-GBM,0.5710239686883383
medical,ISLES22,OASIS-1,0.4955808965930747
medical,ISLES22,OASIS-2,0.49447252841686734
medical,ISLES22,UMF-PD,0.6470341238213299
medical,ISLES22,UPENN-GBM,0.4751808892708993
medical,IXI,3D-MR-MS,0.6583510330584682
medical,IXI,BGSP,0.5433548394551252
medical,IXI,BraTS25-MEN,0.4470539931526237
medical,IXI,BraTS25-MET,0.4278520186832159
medical,IXI,BraTS25-SSA,0.4408008197482146
medical,IXI,BrainMetShare,0.4888647396526987
medical,IXI,EPISURG,0.49536043655966555
medical,IXI,ISLES22,0.46786318224732804
medical,IXI,IXI,0.0
medical,IXI,MS-60,0.6168359925721798
medical,IXI,MSLesSeg,0.5148145755554623
medical,IXI,NFBS,0.600225549234785
medical,IXI,NSK-GBM,0.5922272503355477
medical,IXI,OASIS-1,0.5278675137991007
medical,IXI,OASIS-2,0.520165160731617
medical,IXI,UMF-PD,0.6695821523984067
medical,IXI,UPENN-GBM,0.48974952359582696
medical,MS-60,3D-MR-MS,0.7344105753113123
medical,MS-60,BGSP,0.6585506535067492
medical,MS-60,BraTS25-MEN,0.5690690940060639
medical,MS-60,BraTS25-MET,0.5592991034279807
medical,MS-60,BraTS25-SSA,0.5617371526282381
medical,MS-60,BrainMetShare,0.5999428300028957
medical,MS-60,EPISURG,0.6155942983282239
medical,MS-60,ISLES22,0.589715873582201
medical,MS-60,IXI,0.6168359925721798
medical,MS-60,MS-60,0.0
medical,MS-60,MSLesSeg,0.6225679268450103
medical,MS-60,NFBS,0.6887095472998638
medical,MS-60,NSK-GBM,0.697486494977365
medical,MS-60,OASIS-1,0.6345087664155913
medical,MS-60,OASIS-2,0.6363631872073978
medical,MS-60,UMF-PD,0.7609778914380627
medical,MS-60,UPENN-GBM,0.6209610960473816
medical,MSLesSeg,3D-MR-MS,0.654004407901449
medical,MSLesSeg,BGSP,0.5607264905461603
medical,MSLesSeg,BraTS25-MEN,0.43918151838733016
medical,MSLesSeg,BraTS25-MET,0.4213801889905218
medical,MSLesSeg,BraTS25-SSA,0.4270478514700707
medical,MSLesSeg,BrainMetShare,0.4961353743721528
medical,MSLesSeg,EPISURG,0.5104516119152764
medical,MSLesSeg,ISLES22,0.47083876827247395
medical,MSLesSeg,IXI,0.5148145755554623
medical,MSLesSeg,MS-60,0.6225679268450103
medical,MSLesSeg,MSLesSeg,0.0
medical,MSLesSeg,NFBS,0.608482966536601
medical,MSLesSeg,NSK-GBM,0.6078075447029164
medical,MSLesSeg,OASIS-1,0.5323313558310755
medical,MSLesSeg,OASIS-2,0.5330362976008477
medical,MSLesSeg,UMF-PD,0.6787344642841093
medical,MSLesSeg,UPENN-GBM,0.5125530035699276
medical,NFBS,3D-MR-MS,0.7090360719656209
medical,NFBS,BGSP,0.6385579009325322
medical,NFBS,BraTS25-MEN,0.5430768861768273
medical,NFBS,BraTS25-MET,0.4977630517679855
medical,NFBS,BraTS25-SSA,0.5343469024571118
medical,NFBS,BrainMetShare,0.5767871664346638
medical,NFBS,EPISURG,0.5914439310028644
medical,NFBS,ISLES22,0.4791250369505036
medical,NFBS,IXI,0.600225549234785
medical,NFBS,MS-60,0.6887095472998638
medical,NFBS,MSLesSeg,0.608482966536601
medical,NFBS,NFBS,0.0
medical,NFBS,NSK-GBM,0.6873630747855846
medical,NFBS,OASIS-1,0.6137978990935725
medical,NFBS,OASIS-2,0.6131657974541848
medical,NFBS,UMF-PD,0.7505303560195681
medical,NFBS,UPENN-GBM,0.5925615947750852
medical,NSK-GBM,3D-MR-MS,0.7225227318179208
medical,NSK-GBM,BGSP,0.6451927484706399
medical,NSK-GBM,BraTS25-MEN,0.5495724281584891
medical,NSK-GBM,BraTS25-MET,0.5348761588906106
medical,NSK-GBM,BraTS25-SSA,0.5458573306243665
medical,NSK-GBM,BrainMetShare,0.590222975716084
medical,NSK-GBM,EPISURG,0.5907745510109146
medical,NSK-GBM,ISLES22,0.5710239686883383
medical,NSK-GBM,IXI,0.5922272503355477
medical,NSK-GBM,MS-60,0.697486494977365
medical,NSK-GBM,MSLesSeg,0.6078075447029164
medical,NSK-GBM,NFBS,0.6873630747855846
medical,NSK-GBM,NSK-GBM,0.0
medical,NSK-GBM,OASIS-1,0.6168251963447905
medical,NSK-GBM,OASIS-2,0.6220475420246199
medical,NSK-GBM,UMF-PD,0.7277549846018978
medical,NSK-GBM,UPENN-GBM,0.597780893857766
medical,OASIS-1,3D-MR-MS,0.6606850697007997
medical,OASIS-1,BGSP,0.5752381740016168
medical,OASIS-1,BraTS25-MEN,0.4680817178256964
medical,OASIS-1,BraTS25-MET,0.4557411034661235
medical,OASIS-1,BraTS25-SSA,0.46211904842008455
medical,OASIS-1,BrainMetShare,0.5101261024577415
medical,OASIS-1,EPISURG,0.5253630641002863
medical,OASIS-1,ISLES22,0.4955808965930747
medical,OASIS-1,IXI,0.5278675137991007
medical,OASIS-1,MS-60,0.6345087664155913
medical,OASIS-1,MSLesSeg,0.5323313558310755
medical,OASIS-1,NFBS,0.6137978990935725
medical,OASIS-1,NSK-GBM,0.6168251963447905
medical,OASIS-1,OASIS-1,0.0
medical,OASIS-1,OASIS-2,0.5475038326328046
medical,OASIS-1,UMF-PD,0.6825089337946112
medical,OASIS-1,UPENN-GBM,0.5276759627198302
medical,OASIS-2,3D-MR-MS,0.6622075636317362
medical,OASIS-2,BGSP,0.5702541211003145
medical,OASIS-2,BraTS25-MEN,0.4691000218379485
medical,OASIS-2,BraTS25-MET,0.45253422258465376
medical,OASIS-2,BraTS25-SSA,0.462102928283324
medical,OASIS-2,BrainMetShare,0.5099197797987833
medical,OASIS-2,EPISURG,0.5230005052058149
medical,OASIS-2,ISLES22,0.49447252841686734
medical,OASIS-2,IXI,0.520165160731617
medical,OASIS-2,MS-60,0.6363631872073978
medical,OASIS-2,MSLesSeg,0.5330362976008477
medical,OASIS-2,NFBS,0.6131657974541848
medical,OASIS-2,NSK-GBM,0.6220475420246199
medical,OASIS-2,OASIS-1,0.5475038326328046
medical,OASIS-2,OASIS-2,0.0
medical,OASIS-2,UMF-PD,0.6930994313545451
medical,OASIS-2,UPENN-GBM,0.5298470484955352
medical,UMF-PD,3D-MR-MS,0.7306141830247672
medical,UMF-PD,BGSP,0.7086863123750894
medical,UMF-PD,BraTS25-MEN,0.6327622650300461
medical,UMF-PD,BraTS25-MET,0.6272563045554066
medical,UMF-PD,BraTS25-SSA,0.6191355809399417
medical,UMF-PD,BrainMetShare,0.6511433864804034
medical,UMF-PD,EPISURG,0.623243062988023
medical,UMF-PD,ISLES22,0.6470341238213299
medical,UMF-PD,IXI,0.6695821523984067
medical,UMF-PD,MS-60,0.7609778914380627
medical,UMF-PD,MSLesSeg,0.6787344642841093
medical,UMF-PD,NFBS,0.7505303560195681
medical,UMF-PD,NSK-GBM,0.7277549846018978
medical,UMF-PD,OASIS-1,0.6825089337946112
medical,UMF-PD,OASIS-2,0.6930994313545451
medical,UMF-PD,UMF-PD,0.0
medical,UMF-PD,UPENN-GBM,0.6562844367362852
medical,UPENN-GBM,3D-MR-MS,0.6502780272064288
medical,UPENN-GBM,BGSP,0.5575997796009271
medical,UPENN-GBM,BraTS25-MEN,0.453103420925465
medical,UPENN-GBM,BraTS25-MET,0.4334787467773683
medical,UPENN-GBM,BraTS25-SSA,0.431198790901276
medical,UPENN-GBM,BrainMetShare,0.4969982978600512
medical,UPENN-GBM,EPISURG,0.48727945985912424
medical,UPENN-GBM,ISLES22,0.4751808892708993
medical,UPENN-GBM,IXI,0.48974952359582696
medical,UPENN-GBM,MS-60,0.6209610960473816
medical,UPENN-GBM,MSLesSeg,0.5125530035699276
medical,UPENN-GBM,NFBS,0.5925615947750852
medical,UPENN-GBM,NSK-GBM,0.597780893857766
medical,UPENN-GBM,OASIS-1,0.5276759627198302
medical,UPENN-GBM,OASIS-2,0.5298470484955352
medical,UPENN-GBM,UMF-PD,0.6562844367362852
medical,UPENN-GBM,UPENN-GBM,0.0
selfsup,3D-MR-MS,3D-MR-MS,0.0
selfsup,3D-MR-MS,BGSP,0.542156102673985
selfsup,3D-MR-MS,BraTS25-MEN,0.41659105629464205
selfsup,3D-MR-MS,BraTS25-MET,0.33449290188345426
selfsup,3D-MR-MS,BraTS25-SSA,0.3922244724806035
selfsup,3D-MR-MS,BrainMetShare,0.4103791861436724
selfsup,3D-MR-MS,EPISURG,0.4186769501424571
selfsup,3D-MR-MS,ISLES22,0.32241474729721464
selfsup,3D-MR-MS,IXI,0.4752465518713217
selfsup,3D-MR-MS,MS-60,0.5340637101119264
selfsup,3D-MR-MS,MSLesSeg,0.4607122244976649
selfsup,3D-MR-MS,NFBS,0.3995614699891471
selfsup,3D-MR-MS,NSK-GBM,0.4547202705842076
selfsup,3D-MR-MS,OASIS-1,0.4504550274589658
selfsup,3D-MR-MS,OASIS-2,0.5116816863709743
selfsup,3D-MR-MS,UMF-PD,0.4210569848563499
selfsup,3D-MR-MS,UPENN-GBM,0.47147812393343225
selfsup,BGSP,3D-MR-MS,0.542156102673985
selfsup,BGSP,BGSP,0.0
selfsup,BGSP,BraTS25-MEN,0.484337662633506
selfsup,BGSP,BraTS25-MET,0.4660040179127022
selfsup,BGSP,BraTS25-SSA,0.4973973666898133
selfsup,BGSP,BrainMetShare,0.4904381607595784
selfsup,BGSP,EPISURG,0.535422847705023
selfsup,BGSP,ISLES22,0.4864788736863391
selfsup,BGSP,IXI,0.543887652269383
selfsup,BGSP,MS-60,0.6180719683410356
selfsup,BGSP,MSLesSeg,0.5206559449865681
selfsup,BGSP,NFBS,0.5228718097119269
selfsup,BGSP,NSK-GBM,0.5726756972530322
selfsup,BGSP,OASIS-1,0.5607127145882437
selfsup,BGSP,OASIS-2,0.5665741540513708
selfsup,BGSP,UMF-PD,0.5809239255812507
selfsup,BGSP,UPENN-GBM,0.5462379110251276
selfsup,BraTS25-MEN,3D-MR-MS,0.41659105629464205
selfsup,BraTS25-MEN,BGSP,0.484337662633506
selfsup,BraTS25-MEN,BraTS25-MEN,0.0
selfsup,BraTS25-MEN,BraTS25-MET,0.18743223922387356
selfsup,BraTS25-MEN,BraTS25-SSA,0.24899332044716493
selfsup,BraTS25-MEN,BrainMetShare,0.2650314047506398
selfsup,BraTS25-MEN,EPISURG,0.40213283821279117
selfsup,BraTS25-MEN,ISLES22,0.2473216949539117
selfsup,BraTS25-MEN,IXI,0.4126597611585225
selfsup,BraTS25-MEN,MS-60,0.4881479710923209
selfsup,BraTS25-MEN,MSLesSeg,0.32839743109476627
selfsup,BraTS25-MEN,NFBS,0.33871604526550914
selfsup,BraTS25-MEN,NSK-GBM,0.4386874193531407
selfsup,BraTS25-MEN,OASIS-1,0.4315110313099517
selfsup,BraTS25-MEN,OASIS-2,0.433676394493695
selfsup,BraTS25-MEN,UMF-PD,0.46105467641437253
selfsup,BraTS25-MEN,UPENN-GBM,0.40351300205508417
selfsup,BraTS25-MET,3D-MR-MS,0.33449290188345426
selfsup,BraTS25-MET,BGSP,0.4660040179127022
selfsup,BraTS25-MET,BraTS25-MEN,0.18743223922387356
selfsup,BraTS25-MET,BraTS25-MET,0.0
selfsup,BraTS25-MET,BraTS25-SSA,0.2156183393223414
selfsup,BraTS25-MET,BrainMetShare,0.2631883192323884
selfsup,BraTS25-MET,EPISURG,0.37191269496875184
selfsup,BraTS25-MET,ISLES22,0.19096411530946658
selfsup,BraTS25-MET,IXI,0.38947706628356926
selfsup,BraTS25-MET,MS-60,0.4643832362312223
selfsup,BraTS25-MET,MSLesSeg,0.29190680084234766
selfsup,BraTS25-MET,NFBS,0.26847627816192865
selfsup,BraTS25-MET,NSK-GBM,0.40310102585721985
selfsup,BraTS25-MET,OASIS-1,0.4002435986843483
selfsup,BraTS25-MET,OASIS-2,0.4188729922083938
selfsup,BraTS25-MET,UMF-PD,0.4117561000134101
selfsup,BraTS25-MET,UPENN-GBM,0.3817622067626034
selfsup,BraTS25-SSA,3D-MR-MS,0.3922244724806035
selfsup,BraTS25-SSA,BGSP,0.4973973666898133
selfsup,BraTS25-SSA,BraTS25-MEN,0.24899332044716493
selfsup,BraTS25-SSA,BraTS25-MET,0.2156183393223414
selfsup,BraTS25-SSA,BraTS25-SSA,0.0
selfsup,BraTS25-SSA,BrainMetShare,0.31407634073127677
selfsup,BraTS25-SSA,EPISURG,0.40451545003530753
selfsup,BraTS25-SSA,ISLES22,0.28429862794793204
selfsup,BraTS25-SSA,IXI,0.4275556529148135
selfsup,BraTS25-SSA,MS-60,0.5200786328376275
selfsup,BraTS25-SSA,MSLesSeg,0.3576180530858621
selfsup,BraTS25-SSA,NFBS,0.36662436957580985
selfsup,BraTS25-SSA,NSK-GBM,0.4648906395370635
selfsup,BraTS25-SSA,OASIS-1,0.4461567942867843
selfsup,BraTS25-SSA,OASIS-2,0.44999744250962115
selfsup,BraTS25-SSA,UMF-PD,0.44958235585527134
selfsup,BraTS25-SSA,UPENN-GBM,0.4130942693498815
selfsup,BrainMetShare,3D-MR-MS,0.4103791861436724
selfsup,BrainMetShare,BGSP,0.4904381607595784
selfsup,BrainMetShare,BraTS25-MEN,0.2650314047506398
selfsup,BrainMetShare,BraTS25-MET,0.2631883192323884
selfsup,BrainMetShare,BraTS25-SSA,0.31407634073127677
selfsup,BrainMetShare,BrainMetShare,0.0
selfsup,BrainMetShare,EPISURG,0.4222962359447513
selfsup,BrainMetShare,ISLES22,0.26134024786470433
selfsup,BrainMetShare,IXI,0.42931567493571676
selfsup,BrainMetShare,MS-60,0.4842568412689408
selfsup,BrainMetShare,MSLesSeg,0.36372530297042577
selfsup,BrainMetShare,NFBS,0.3000782718141988
selfsup,BrainMetShare,NSK-GBM,0.4730608217172087
selfsup,BrainMetShare,OASIS-1,0.41173610671068916
selfsup,BrainMetShare,OASIS-2,0.43747299323953026
selfsup,BrainMetShare,UMF-PD,0.48664855261984574
selfsup,BrainMetShare,UPENN-GBM,0.43037084993590796
selfsup,EPISURG,3D-MR-MS,0.4186769501424571
selfsup,EPISURG,BGSP,0.535422847705023
selfsup,EPISURG,BraTS25-MEN,0.40213283821279117
selfsup,EPISURG,BraTS25-MET,0.37191269496875184
selfsup,EPISURG,BraTS25-SSA,0.40451545003530753
selfsup,EPISURG,BrainMetShare,0.4222962359447513
selfsup,EPISURG,EPISURG,0.0
selfsup,EPISURG,ISLES22,0.3945631815469843
selfsup,EPISURG,IXI,0.46731851707278127
selfsup,EPISURG,MS-60,0.544430531160896
selfsup,EPISURG,MSLesSeg,0.43201714527511453
selfsup,EPISURG,NFBS,0.4246699514930709
selfsup,EPISURG,NSK-GBM,0.48146797419018206
selfsup,EPISURG,OASIS-1,0.4793227978712328
selfsup,EPISURG,OASIS-2,0.48751185436663014
selfsup,EPISURG,UMF-PD,0.4414123829302987
selfsup,EPISURG,UPENN-GBM,0.44574221791750657
selfsup,ISLES22,3D-MR-MS,0.32241474729721464
selfsup,ISLES22,BGSP,0.4864788736863391
selfsup,ISLES22,BraTS25-MEN,0.2473216949539117
selfsup,ISLES22,BraTS25-MET,0.19096411530946658
selfsup,ISLES22,BraTS25-SSA,0.28429862794793204
selfsup,ISLES22,BrainMetShare,0.26134024786470433
selfsup,ISLES22,EPISURG,0.3945631815469843
selfsup,ISLES22,ISLES22,0.0
selfsup,ISLES22,IXI,0.4136830577143842
selfsup,ISLES22,MS-60,0.5090615200025641
selfsup,ISLES22,MSLesSeg,0.37485471469699855
selfsup,ISLES22,NFBS,0.25211865818470974
selfsup,ISLES22,NSK-GBM,0.4255290555007323
selfsup,ISLES22,OASIS-1,0.4325015889319593
selfsup,ISLES22,OASIS-2,0.44044999239041566
selfsup,ISLES22,UMF-PD,0.431591683877403
selfsup,ISLES22,UPENN-GBM,0.4119606962431111
selfsup,IXI,3D-MR-MS,0.4752465518713217
selfsup,IXI,BGSP,0.543887652269383
selfsup,IXI,BraTS25-MEN,0.4126597611585225
selfsup,IXI,BraTS25-MET,0.38947706628356926
selfsup,IXI,BraTS25-SSA,0.4275556529148135
selfsup,IXI,BrainMetShare,0.42931567493571676
selfsup,IXI,EPISURG,0.46731851707278127
selfsup,IXI,ISLES22,0.4136830577143842
