source,target,accuracy,representation
BrainMetShare,BrainMetShare,1.0,selfsup
BrainMetShare,EPISURG,0.5666666666666667,selfsup
BrainMetShare,ISLES22,0.2,selfsup
BrainMetShare,IXI,0.25,selfsup
BrainMetShare,MS-60,0.1111111111111111,selfsup
BrainMetShare,MSLesSeg,0.26,selfsup
BrainMetShare,NFBS,0.976,selfsup
BrainMetShare,NSK-GBM,0.34523809523809523,selfsup
BrainMetShare,OASIS-1,0.88,selfsup
BrainMetShare,OASIS-2,0.8305647840531561,selfsup
BrainMetShare,UMF-PD,0.7682926829268293,selfsup
BrainMetShare,UPENN-GBM,0.23333333333333334,selfsup
MS-60,3D-MR-MS,0.25,selfsup
MS-60,BGSP,0.1037344398340249,selfsup
MS-60,BraTS25-MEN,0.25,selfsup
MS-60,BraTS25-MET,0.25,selfsup
MS-60,BraTS25-SSA,0.25,selfsup
MS-60,BrainMetShare,0.5,selfsup
MS-60,EPISURG,0.96,selfsup
MS-60,ISLES22,0.0,selfsup
MS-60,IXI,0.455,selfsup
MS-60,MS-60,1.0,selfsup
MS-60,MSLesSeg,0.33,selfsup
MS-60,NFBS,1.0,selfsup
MS-60,NSK-GBM,0.27380952380952384,selfsup
MS-60,OASIS-1,0.9666666666666667,selfsup
MS-60,OASIS-2,0.8704318936877077,selfsup
MS-60,UMF-PD,0.9878048780487805,selfsup
MS-60,UPENN-GBM,0.22333333333333333,selfsup
MSLesSeg,3D-MR-MS,0.4583333333333333,selfsup
MSLesSeg,BGSP,0.02074688796680498,selfsup
MSLesSeg,BraTS25-MEN,0.56,selfsup
MSLesSeg,BraTS25-MET,0.54,selfsup
MSLesSeg,BraTS25-SSA,0.5433333333333333,selfsup
MSLesSeg,BrainMetShare,0.06,selfsup
MSLesSeg,EPISURG,0.06666666666666667,selfsup
MSLesSeg,ISLES22,0.364,selfsup
MSLesSeg,IXI,0.26,selfsup
MSLesSeg,MS-60,0.2222222222222222,selfsup
MSLesSeg,MSLesSeg,1.0,selfsup
MSLesSeg,NFBS,0.0,selfsup
MSLesSeg,NSK-GBM,0.25,selfsup
MSLesSeg,OASIS-1,0.05,selfsup
MSLesSeg,OASIS-2,0.03322259136212625,selfsup
MSLesSeg,UMF-PD,0.0,selfsup
MSLesSeg,UPENN-GBM,0.37666666666666665,selfsup
NSK-GBM,3D-MR-MS,0.38333333333333336,selfsup
NSK-GBM,BGSP,0.9626556016597511,selfsup
NSK-GBM,BraTS25-MEN,0.25,selfsup
NSK-GBM,BraTS25-MET,0.25666666666666665,selfsup
NSK-GBM,BraTS25-SSA,0.25333333333333335,selfsup
NSK-GBM,BrainMetShare,0.25,selfsup
NSK-GBM,EPISURG,0.32,selfsup
NSK-GBM,ISLES22,0.996,selfsup
NSK-GBM,IXI,0.24,selfsup
NSK-GBM,MS-60,0.15555555555555556,selfsup
NSK-GBM,MSLesSeg,0.27666666666666667,selfsup
NSK-GBM,NFBS,0.0,selfsup
NSK-GBM,NSK-GBM,1.0,selfsup
NSK-GBM,OASIS-1,0.9633333333333334,selfsup
NSK-GBM,OASIS-2,0.11627906976744186,selfsup
NSK-GBM,UMF-PD,0.3902439024390244,selfsup
NSK-GBM,UPENN-GBM,0.3,selfsup
UPENN-GBM,3D-MR-MS,0.13333333333333333,selfsup
UPENN-GBM,BGSP,0.995850622406639,selfsup
UPENN-GBM,BraTS25-MEN,0.3,selfsup
UPENN-GBM,BraTS25-MET,0.39666666666666667,selfsup
UPENN-GBM,BraTS25-SSA,0.27666666666666667,selfsup
UPENN-GBM,BrainMetShare,0.24333333333333335,selfsup
UPENN-GBM,EPISURG,0.6033333333333334,selfsup
UPENN-GBM,ISLES22,0.344,selfsup
UPENN-GBM,IXI,0.555,selfsup
UPENN-GBM,MS-60,0.24444444444444444,selfsup
UPENN-GBM,MSLesSeg,0.34,selfsup
UPENN-GBM,NFBS,0.0,selfsup
UPENN-GBM,NSK-GBM,0.1130952380952381,selfsup
UPENN-GBM,OASIS-1,0.006666666666666667,selfsup
UPENN-GBM,OASIS-2,0.4219269102990033,selfsup
UPENN-GBM,UMF-PD,0.04878048780487805,selfsup
UPENN-GBM,UPENN-GBM,1.0,selfsup
3D-MR-MS,3D-MR-MS,1.0,brainiac
3D-MR-MS,BGSP,0.008298755186721992,brainiac
3D-MR-MS,BraTS25-MEN,0.3233333333333333,brainiac
3D-MR-MS,BraTS25-MET,0.29333333333333333,brainiac
3D-MR-MS,BraTS25-SSA,0.38333333333333336,brainiac
3D-MR-MS,BrainMetShare,0.37333333333333335,brainiac
3D-MR-MS,EPISURG,0.23,brainiac
3D-MR-MS,ISLES22,0.164,brainiac
3D-MR-MS,IXI,0.375,brainiac
3D-MR-MS,MS-60,0.2777777777777778,brainiac
3D-MR-MS,MSLesSeg,0.4066666666666667,brainiac
3D-MR-MS,NFBS,0.008,brainiac
3D-MR-MS,NSK-GBM,0.43452380952380953,brainiac
3D-MR-MS,OASIS-1,0.016666666666666666,brainiac
3D-MR-MS,OASIS-2,0.3787375415282392,brainiac
3D-MR-MS,UMF-PD,0.6829268292682927,brainiac
3D-MR-MS,UPENN-GBM,0.20666666666666667,brainiac
BraTS25-MEN,3D-MR-MS,0.225,brainiac
BraTS25-MEN,BGSP,0.0,brainiac
BraTS25-MEN,BraTS25-MEN,0.9966666666666667,brainiac
BraTS25-MEN,BraTS25-MET,0.73,brainiac
BraTS25-MEN,BraTS25-SSA,0.6233333333333333,brainiac
BraTS25-MEN,BrainMetShare,0.49333333333333335,brainiac
BraTS25-MEN,EPISURG,0.07666666666666666,brainiac
BraTS25-MEN,ISLES22,0.764,brainiac
BraTS25-MEN,IXI,0.52,brainiac
BraTS25-MEN,MS-60,0.3,brainiac
BraTS25-MEN,MSLesSeg,0.5533333333333333,brainiac
BraTS25-MEN,NFBS,0.584,brainiac
BraTS25-MEN,NSK-GBM,0.38095238095238093,brainiac
BraTS25-MEN,OASIS-1,0.03,brainiac
BraTS25-MEN,OASIS-2,0.0,brainiac
BraTS25-MEN,UMF-PD,0.34146341463414637,brainiac
BraTS25-MEN,UPENN-GBM,0.24333333333333335,brainiac
BraTS25-MET,3D-MR-MS,0.225,brainiac
BraTS25-MET,BGSP,0.0,brainiac
BraTS25-MET,BraTS25-MEN,0.7433333333333333,brainiac
BraTS25-MET,BraTS25-MET,0.9866666666666667,brainiac
BraTS25-MET,BraTS25-SSA,0.5733333333333334,brainiac
BraTS25-MET,BrainMetShare,0.3233333333333333,brainiac
BraTS25-MET,EPISURG,0.0033333333333333335,brainiac
BraTS25-MET,ISLES22,0.64,brainiac
BraTS25-MET,IXI,0.5,brainiac
BraTS25-MET,MS-60,0.3333333333333333,brainiac
BraTS25-MET,MSLesSeg,0.59,brainiac
BraTS25-MET,NFBS,0.936,brainiac
BraTS25-MET,NSK-GBM,0.39285714285714285,brainiac
BraTS25-MET,OASIS-1,0.0,brainiac
BraTS25-MET,OASIS-2,0.0,brainiac
BraTS25-MET,UMF-PD,0.1951219512195122,brainiac
BraTS25-MET,UPENN-GBM,0.25333333333333335,brainiac
BraTS25-SSA,3D-MR-MS,0.44166666666666665,brainiac
BraTS25-SSA,BGSP,0.0,brainiac
BraTS25-SSA,BraTS25-MEN,0.6733333333333333,brainiac
BraTS25-SSA,BraTS25-MET,0.66,brainiac
BraTS25-SSA,BraTS25-SSA,0.97,brainiac
BraTS25-SSA,BrainMetShare,0.4166666666666667,brainiac
BraTS25-SSA,EPISURG,0.12,brainiac
BraTS25-SSA,ISLES22,0.6,brainiac
BraTS25-SSA,IXI,0.395,brainiac
BraTS25-SSA,MS-60,0.3055555555555556,brainiac
BraTS25-SSA,MSLesSeg,0.39,brainiac
BraTS25-SSA,NFBS,0.024,brainiac
BraTS25-SSA,NSK-GBM,0.34523809523809523,brainiac
BraTS25-SSA,OASIS-1,0.41333333333333333,brainiac
BraTS25-SSA,OASIS-2,0.0,brainiac
BraTS25-SSA,UMF-PD,0.10975609756097561,brainiac
BraTS25-SSA,UPENN-GBM,0.34,brainiac
BrainMetShare,3D-MR-MS,0.13333333333333333,brainiac
BrainMetShare,BGSP,0.44813278008298757,brainiac
BrainMetShare,BraTS25-MEN,0.45,brainiac
BrainMetShare,BraTS25-MET,0.38333333333333336,brainiac
BrainMetShare,BraTS25-SSA,0.3566666666666667,brainiac
BrainMetShare,BrainMetShare,0.9733333333333334,brainiac
BrainMetShare,EPISURG,0.12666666666666668,brainiac
BrainMetShare,ISLES22,0.304,brainiac
BrainMetShare,IXI,0.115,brainiac
BrainMetShare,MS-60,0.3333333333333333,brainiac
BrainMetShare,MSLesSeg,0.43,brainiac
BrainMetShare,NFBS,1.0,brainiac
BrainMetShare,NSK-GBM,0.3273809523809524,brainiac
BrainMetShare,OASIS-1,0.03666666666666667,brainiac
BrainMetShare,OASIS-2,0.0,brainiac
BrainMetShare,UMF-PD,0.2804878048780488,brainiac
BrainMetShare,UPENN-GBM,0.21666666666666667,brainiac
MS-60,3D-MR-MS,0.4666666666666667,brainiac
MS-60,BGSP,0.016597510373443983,brainiac
MS-60,BraTS25-MEN,0.18333333333333332,brainiac
MS-60,BraTS25-MET,0.23333333333333334,brainiac
MS-60,BraTS25-SSA,0.20333333333333334,brainiac
MS-60,BrainMetShare,0.15,brainiac
MS-60,EPISURG,0.17666666666666667,brainiac
MS-60,ISLES22,0.856,brainiac
MS-60,IXI,0.07,brainiac
MS-60,MS-60,0.9944444444444445,brainiac
MS-60,MSLesSeg,0.47,brainiac
MS-60,NFBS,0.0,brainiac
MS-60,NSK-GBM,0.14285714285714285,brainiac
MS-60,OASIS-1,0.5533333333333333,brainiac
MS-60,OASIS-2,0.046511627906976744,brainiac
MS-60,UMF-PD,0.04878048780487805,brainiac
MS-60,UPENN-GBM,0.15333333333333332,brainiac
MSLesSeg,3D-MR-MS,0.4666666666666667,brainiac
MSLesSeg,BGSP,0.0,brainiac
MSLesSeg,BraTS25-MEN,0.5466666666666666,brainiac
MSLesSeg,BraTS25-MET,0.5566666666666666,brainiac
MSLesSeg,BraTS25-SSA,0.39666666666666667,brainiac
MSLesSeg,BrainMetShare,0.49666666666666665,brainiac
MSLesSeg,EPISURG,0.07333333333333333,brainiac
MSLesSeg,ISLES22,0.492,brainiac
MSLesSeg,IXI,0.495,brainiac
MSLesSeg,MS-60,0.36666666666666664,brainiac
MSLesSeg,MSLesSeg,1.0,brainiac
MSLesSeg,NFBS,0.224,brainiac
MSLesSeg,NSK-GBM,0.16666666666666666,brainiac
MSLesSeg,OASIS-1,0.12333333333333334,brainiac
MSLesSeg,OASIS-2,0.0033222591362126247,brainiac
MSLesSeg,UMF-PD,0.10975609756097561,brainiac
MSLesSeg,UPENN-GBM,0.23666666666666666,brainiac
NSK-GBM,3D-MR-MS,0.25,brainiac
NSK-GBM,BGSP,0.008298755186721992,brainiac
NSK-GBM,BraTS25-MEN,0.36,brainiac
NSK-GBM,BraTS25-MET,0.29333333333333333,brainiac
NSK-GBM,BraTS25-SSA,0.3466666666666667,brainiac
NSK-GBM,BrainMetShare,0.29,brainiac
NSK-GBM,EPISURG,0.13,brainiac
NSK-GBM,ISLES22,0.028,brainiac
NSK-GBM,IXI,0.225,brainiac
NSK-GBM,MS-60,0.26666666666666666,brainiac
NSK-GBM,MSLesSeg,0.01,brainiac
NSK-GBM,NFBS,0.984,brainiac
NSK-GBM,NSK-GBM,1.0,brainiac
NSK-GBM,OASIS-1,0.07333333333333333,brainiac
NSK-GBM,OASIS-2,0.0033222591362126247,brainiac
NSK-GBM,UMF-PD,0.24390243902439024,brainiac
NSK-GBM,UPENN-GBM,0.21666666666666667,brainiac
UPENN-GBM,3D-MR-MS,0.21666666666666667,brainiac
UPENN-GBM,BGSP,0.016597510373443983,brainiac
UPENN-GBM,BraTS25-MEN,0.3933333333333333,brainiac
UPENN-GBM,BraTS25-MET,0.45,brainiac
UPENN-GBM,BraTS25-SSA,0.4066666666666667,brainiac
UPENN-GBM,BrainMetShare,0.27666666666666667,brainiac
UPENN-GBM,EPISURG,0.27,brainiac
UPENN-GBM,ISLES22,0.592,brainiac
UPENN-GBM,IXI,0.49,brainiac
UPENN-GBM,MS-60,0.07222222222222222,brainiac
UPENN-GBM,MSLesSeg,0.41333333333333333,brainiac
UPENN-GBM,NFBS,0.0,brainiac
UPENN-GBM,NSK-GBM,0.22023809523809523,brainiac
UPENN-GBM,OASIS-1,0.0033333333333333335,brainiac
UPENN-GBM,OASIS-2,0.006644518272425249,brainiac
UPENN-GBM,UMF-PD,0.07317073170731707,brainiac
UPENN-GBM,UPENN-GBM,1.0,brainiac
3D-MR-MS,3D-MR-MS,1.0,3dino
3D-MR-MS,BGSP,0.004149377593360996,3dino
3D-MR-MS,BraTS25-MEN,0.71,3dino
3D-MR-MS,BraTS25-MET,0.68,3dino
3D-MR-MS,BraTS25-SSA,0.62,3dino
3D-MR-MS,BrainMetShare,0.15666666666666668,3dino
3D-MR-MS,EPISURG,0.82,3dino
3D-MR-MS,ISLES22,0.976,3dino
3D-MR-MS,IXI,0.755,3dino
3D-MR-MS,MS-60,0.2611111111111111,3dino
3D-MR-MS,MSLesSeg,0.6666666666666666,3dino
3D-MR-MS,NFBS,0.048,3dino
3D-MR-MS,NSK-GBM,0.7976190476190477,3dino
3D-MR-MS,OASIS-1,0.55,3dino
3D-MR-MS,OASIS-2,0.0033222591362126247,3dino
3D-MR-MS,UMF-PD,0.5853658536585366,3dino
3D-MR-MS,UPENN-GBM,0.6633333333333333,3dino
BraTS25-MEN,3D-MR-MS,0.675,3dino
BraTS25-MEN,BGSP,0.8174273858921162,3dino
BraTS25-MEN,BraTS25-MEN,1.0,3dino
BraTS25-MEN,BraTS25-MET,0.9566666666666667,3dino
BraTS25-MEN,BraTS25-SSA,0.8733333333333333,3dino
BraTS25-MEN,BrainMetShare,0.5433333333333333,3dino
BraTS25-MEN,EPISURG,0.32666666666666666,3dino
BraTS25-MEN,ISLES22,0.884,3dino
BraTS25-MEN,IXI,0.605,3dino
BraTS25-MEN,MS-60,0.14444444444444443,3dino
BraTS25-MEN,MSLesSeg,0.6766666666666666,3dino
BraTS25-MEN,NFBS,1.0,3dino
BraTS25-MEN,NSK-GBM,0.8333333333333334,3dino
BraTS25-MEN,OASIS-1,0.0,3dino
BraTS25-MEN,OASIS-2,0.029900332225913623,3dino
BraTS25-MEN,UMF-PD,0.18292682926829268,3dino
BraTS25-MEN,UPENN-GBM,0.6633333333333333,3dino
BraTS25-MET,3D-MR-MS,0.7416666666666667,3dino
BraTS25-MET,BGSP,0.8796680497925311,3dino
BraTS25-MET,BraTS25-MEN,0.9633333333333334,3dino
BraTS25-MET,BraTS25-MET,1.0,3dino
BraTS25-MET,BraTS25-SSA,0.8366666666666667,3dino
BraTS25-MET,BrainMetShare,0.51,3dino
BraTS25-MET,EPISURG,0.15,3dino
BraTS25-MET,ISLES22,0.82,3dino
BraTS25-MET,IXI,0.685,3dino
BraTS25-MET,MS-60,0.18888888888888888,3dino
BraTS25-MET,MSLesSeg,0.67,3dino
BraTS25-MET,NFBS,1.0,3dino
BraTS25-MET,NSK-GBM,0.8273809523809523,3dino
BraTS25-MET,OASIS-1,0.04,3dino
BraTS25-MET,OASIS-2,0.0033222591362126247,3dino
BraTS25-MET,UMF-PD,0.024390243902439025,3dino
BraTS25-MET,UPENN-GBM,0.6433333333333333,3dino
BraTS25-SSA,3D-MR-MS,0.6166666666666667,3dino
BraTS25-SSA,BGSP,0.0,3dino
BraTS25-SSA,BraTS25-MEN,0.9066666666666666,3dino
BraTS25-SSA,BraTS25-MET,0.9333333333333333,3dino
BraTS25-SSA,BraTS25-SSA,1.0,3dino
BraTS25-SSA,BrainMetShare,0.4866666666666667,3dino
BraTS25-SSA,EPISURG,0.0,3dino
BraTS25-SSA,ISLES22,0.644,3dino
BraTS25-SSA,IXI,0.465,3dino
BraTS25-SSA,MS-60,0.4222222222222222,3dino
BraTS25-SSA,MSLesSeg,0.5533333333333333,3dino
BraTS25-SSA,NFBS,0.616,3dino
BraTS25-SSA,NSK-GBM,0.7023809523809523,3dino
BraTS25-SSA,OASIS-1,0.0,3dino
BraTS25-SSA,OASIS-2,0.0,3dino
BraTS25-SSA,UMF-PD,0.036585365853658534,3dino
BraTS25-SSA,UPENN-GBM,0.58,3dino
BrainMetShare,3D-MR-MS,0.26666666666666666,3dino
BrainMetShare,BGSP,1.0,3dino
BrainMetShare,BraTS25-MEN,0.44,3dino
BrainMetShare,BraTS25-MET,0.4266666666666667,3dino
BrainMetShare,BraTS25-SSA,0.36333333333333334,3dino
BrainMetShare,BrainMetShare,1.0,3dino
BrainMetShare,EPISURG,1.0,3dino
BrainMetShare,ISLES22,0.304,3dino
BrainMetShare,IXI,0.5,3dino
BrainMetShare,MS-60,0.3333333333333333,3dino
BrainMetShare,MSLesSeg,0.58,3dino
BrainMetShare,NFBS,1.0,3dino
BrainMetShare,NSK-GBM,0.3333333333333333,3dino
BrainMetShare,OASIS-1,0.9666666666666667,3dino
BrainMetShare,OASIS-2,1.0,3dino
BrainMetShare,UMF-PD,1.0,3dino
BrainMetShare,UPENN-GBM,0.25333333333333335,3dino
MS-60,3D-MR-MS,0.45,3dino
MS-60,BGSP,0.008298755186721992,3dino
MS-60,BraTS25-MEN,0.37,3dino
MS-60,BraTS25-MET,0.37666666666666665,3dino
MS-60,BraTS25-SSA,0.29,3dino
MS-60,BrainMetShare,0.20333333333333334,3dino
MS-60,EPISURG,0.46,3dino
MS-60,ISLES22,0.22,3dino
MS-60,IXI,0.56,3dino
MS-60,MS-60,1.0,3dino
MS-60,MSLesSeg,0.49,3dino
MS-60,NFBS,0.008,3dino
MS-60,NSK-GBM,0.26785714285714285,3dino
MS-60,OASIS-1,0.29,3dino
MS-60,OASIS-2,0.05647840531561462,3dino
MS-60,UMF-PD,0.4024390243902439,3dino
MS-60,UPENN-GBM,0.16666666666666666,3dino
MSLesSeg,3D-MR-MS,0.6166666666666667,3dino
MSLesSeg,BGSP,0.9543568464730291,3dino
MSLesSeg,BraTS25-MEN,0.7033333333333334,3dino
MSLesSeg,BraTS25-MET,0.6833333333333333,3dino
MSLesSeg,BraTS25-SSA,0.6966666666666667,3dino
MSLesSeg,BrainMetShare,0.6366666666666667,3dino
MSLesSeg,EPISURG,0.9866666666666667,3dino
MSLesSeg,ISLES22,0.736,3dino
MSLesSeg,IXI,0.975,3dino
MSLesSeg,MS-60,0.3333333333333333,3dino
MSLesSeg,MSLesSeg,1.0,3dino
MSLesSeg,NFBS,1.0,3dino
MSLesSeg,NSK-GBM,0.47023809523809523,3dino
MSLesSeg,OASIS-1,0.9933333333333333,3dino
MSLesSeg,OASIS-2,1.0,3dino
MSLesSeg,UMF-PD,1.0,3dino
MSLesSeg,UPENN-GBM,0.4633333333333333,3dino
NSK-GBM,3D-MR-MS,0.7333333333333333,3dino
NSK-GBM,BGSP,1.0,3dino
NSK-GBM,BraTS25-MEN,0.7433333333333333,3dino
NSK-GBM,BraTS25-MET,0.73,3dino
NSK-GBM,BraTS25-SSA,0.49,3dino
NSK-GBM,BrainMetShare,0.5766666666666667,3dino
NSK-GBM,EPISURG,0.8766666666666667,3dino
NSK-GBM,ISLES22,0.94,3dino
NSK-GBM,IXI,0.95,3dino
NSK-GBM,MS-60,0.3277777777777778,3dino
NSK-GBM,MSLesSeg,0.5666666666666667,3dino
NSK-GBM,NFBS,1.0,3dino
NSK-GBM,NSK-GBM,1.0,3dino
NSK-GBM,OASIS-1,0.9266666666666666,3dino
NSK-GBM,OASIS-2,0.7807308970099668,3dino
NSK-GBM,UMF-PD,0.7560975609756098,3dino
NSK-GBM,UPENN-GBM,0.6833333333333333,3dino
UPENN-GBM,3D-MR-MS,0.65,3dino
UPENN-GBM,BGSP,0.2572614107883817,3dino
UPENN-GBM,BraTS25-MEN,0.7466666666666667,3dino
UPENN-GBM,BraTS25-MET,0.6933333333333334,3dino
UPENN-GBM,BraTS25-SSA,0.6166666666666667,3dino
UPENN-GBM,BrainMetShare,0.41,3dino
UPENN-GBM,EPISURG,0.9733333333333334,3dino
UPENN-GBM,ISLES22,0.424,3dino
UPENN-GBM,IXI,1.0,3dino
UPENN-GBM,MS-60,0.3333333333333333,3dino
UPENN-GBM,MSLesSeg,0.63,3dino
UPENN-GBM,NFBS,1.0,3dino
UPENN-GBM,NSK-GBM,0.75,3dino
UPENN-GBM,OASIS-1,0.9333333333333333,3dino
UPENN-GBM,OASIS-2,0.840531561461794,3dino
UPENN-GBM,UMF-PD,0.8048780487804879,3dino
UPENN-GBM,UPENN-GBM,1.0,3dino
3D-MR-MS,3D-MR-MS,1.0,brainfm
3D-MR-MS,BGSP,0.8672199170124482,brainfm
3D-MR-MS,BraTS25-MEN,0.36666666666666664,brainfm
3D-MR-MS,BraTS25-MET,0.37333333333333335,brainfm
3D-MR-MS,BraTS25-SSA,0.42333333333333334,brainfm
3D-MR-MS,BrainMetShare,0.23666666666666666,brainfm
3D-MR-MS,EPISURG,0.8266666666666667,brainfm
3D-MR-MS,ISLES22,0.084,brainfm
3D-MR-MS,IXI,0.85,brainfm
3D-MR-MS,MS-60,0.29444444444444445,brainfm
3D-MR-MS,MSLesSeg,0.20333333333333334,brainfm
3D-MR-MS,NFBS,0.016,brainfm
3D-MR-MS,NSK-GBM,0.5416666666666666,brainfm
3D-MR-MS,OASIS-1,0.0,brainfm
3D-MR-MS,OASIS-2,0.5647840531561462,brainfm
3D-MR-MS,UMF-PD,0.7804878048780488,brainfm
3D-MR-MS,UPENN-GBM,0.3233333333333333,brainfm
BraTS25-MEN,3D-MR-MS,0.35833333333333334,brainfm
BraTS25-MEN,BGSP,0.07053941908713693,brainfm
BraTS25-MEN,BraTS25-MEN,1.0,brainfm
BraTS25-MEN,BraTS25-MET,0.8733333333333333,brainfm
BraTS25-MEN,BraTS25-SSA,0.6866666666666666,brainfm
BraTS25-MEN,BrainMetShare,0.3466666666666667,brainfm
BraTS25-MEN,EPISURG,0.35333333333333333,brainfm
BraTS25-MEN,ISLES22,0.388,brainfm
BraTS25-MEN,IXI,0.415,brainfm
BraTS25-MEN,MS-60,0.07777777777777778,brainfm
BraTS25-MEN,MSLesSeg,0.5433333333333333,brainfm
BraTS25-MEN,NFBS,0.808,brainfm
BraTS25-MEN,NSK-GBM,0.3392857142857143,brainfm
BraTS25-MEN,OASIS-1,0.19333333333333333,brainfm
BraTS25-MEN,OASIS-2,0.36212624584717606,brainfm
BraTS25-MEN,UMF-PD,0.13414634146341464,brainfm
BraTS25-MEN,UPENN-GBM,0.43,brainfm
BraTS25-MET,3D-MR-MS,0.39166666666666666,brainfm
BraTS25-MET,BGSP,0.004149377593360996,brainfm
BraTS25-MET,BraTS25-MEN,0.8866666666666667,brainfm
BraTS25-MET,BraTS25-MET,1.0,brainfm
BraTS25-MET,BraTS25-SSA,0.6233333333333333,brainfm
BraTS25-MET,BrainMetShare,0.21,brainfm
BraTS25-MET,EPISURG,0.49666666666666665,brainfm
BraTS25-MET,ISLES22,0.704,brainfm
BraTS25-MET,IXI,0.425,brainfm
BraTS25-MET,MS-60,0.2222222222222222,brainfm
BraTS25-MET,MSLesSeg,0.6,brainfm
BraTS25-MET,NFBS,0.832,brainfm
BraTS25-MET,NSK-GBM,0.27380952380952384,brainfm
BraTS25-MET,OASIS-1,0.81,brainfm
BraTS25-MET,OASIS-2,0.292358803986711,brainfm
BraTS25-MET,UMF-PD,0.17073170731707318,brainfm
BraTS25-MET,UPENN-GBM,0.35333333333333333,brainfm
BraTS25-SSA,3D-MR-MS,0.375,brainfm
BraTS25-SSA,BGSP,0.8796680497925311,brainfm
BraTS25-SSA,BraTS25-MEN,0.7266666666666667,brainfm
BraTS25-SSA,BraTS25-MET,0.6633333333333333,brainfm
BraTS25-SSA,BraTS25-SSA,1.0,brainfm
BraTS25-SSA,BrainMetShare,0.18333333333333332,brainfm
BraTS25-SSA,EPISURG,0.9766666666666667,brainfm
BraTS25-SSA,ISLES22,0.608,brainfm
BraTS25-SSA,IXI,0.86,brainfm
BraTS25-SSA,MS-60,0.3055555555555556,brainfm
BraTS25-SSA,MSLesSeg,0.57,brainfm
BraTS25-SSA,NFBS,0.64,brainfm
BraTS25-SSA,NSK-GBM,0.19047619047619047,brainfm
BraTS25-SSA,OASIS-1,0.0033333333333333335,brainfm
BraTS25-SSA,OASIS-2,0.5481727574750831,brainfm
BraTS25-SSA,UMF-PD,0.9634146341463414,brainfm
BraTS25-SSA,UPENN-GBM,0.5933333333333334,brainfm
BrainMetShare,3D-MR-MS,0.26666666666666666,brainfm
BrainMetShare,BGSP,0.08298755186721991,brainfm
BrainMetShare,BraTS25-MEN,0.35,brainfm
BrainMetShare,BraTS25-MET,0.32666666666666666,brainfm
BrainMetShare,BraTS25-SSA,0.35333333333333333,brainfm
BrainMetShare,BrainMetShare,1.0,brainfm
BrainMetShare,EPISURG,0.6733333333333333,brainfm
BrainMetShare,ISLES22,0.996,brainfm
BrainMetShare,IXI,0.05,brainfm
BrainMetShare,MS-60,0.3277777777777778,brainfm
BrainMetShare,MSLesSeg,0.48333333333333334,brainfm
BrainMetShare,NFBS,0.032,brainfm
BrainMetShare,NSK-GBM,0.30952380952380953,brainfm
BrainMetShare,OASIS-1,0.06333333333333334,brainfm
BrainMetShare,OASIS-2,0.0033222591362126247,brainfm
BrainMetShare,UMF-PD,0.6097560975609756,brainfm
BrainMetShare,UPENN-GBM,0.2733333333333333,brainfm
MS-60,3D-MR-MS,0.35833333333333334,brainfm
MS-60,BGSP,0.02074688796680498,brainfm
MS-60,BraTS25-MEN,0.25,brainfm
MS-60,BraTS25-MET,0.25666666666666665,brainfm
MS-60,BraTS25-SSA,0.28,brainfm
MS-60,BrainMetShare,0.23,brainfm
MS-60,EPISURG,0.08,brainfm
MS-60,ISLES22,0.288,brainfm
MS-60,IXI,0.45,brainfm
MS-60,MS-60,1.0,brainfm
MS-60,MSLesSeg,0.4766666666666667,brainfm
MS-60,NFBS,0.0,brainfm
MS-60,NSK-GBM,0.27976190476190477,brainfm
MS-60,OASIS-1,0.3466666666666667,brainfm
MS-60,OASIS-2,0.7408637873754153,brainfm
MS-60,UMF-PD,0.0,brainfm
MS-60,UPENN-GBM,0.48,brainfm
MSLesSeg,3D-MR-MS,0.2833333333333333,brainfm
MSLesSeg,BGSP,0.03734439834024896,brainfm
MSLesSeg,BraTS25-MEN,0.44333333333333336,brainfm
MSLesSeg,BraTS25-MET,0.4633333333333333,brainfm
MSLesSeg,BraTS25-SSA,0.49333333333333335,brainfm
MSLesSeg,BrainMetShare,0.18,brainfm
MSLesSeg,EPISURG,0.47333333333333333,brainfm
MSLesSeg,ISLES22,0.176,brainfm
MSLesSeg,IXI,0.495,brainfm
MSLesSeg,MS-60,0.36666666666666664,brainfm
MSLesSeg,MSLesSeg,1.0,brainfm
MSLesSeg,NFBS,0.024,brainfm
MSLesSeg,NSK-GBM,0.25595238095238093,brainfm
MSLesSeg,OASIS-1,0.39666666666666667,brainfm
MSLesSeg,OASIS-2,0.23255813953488372,brainfm
MSLesSeg,UMF-PD,0.43902439024390244,brainfm
MSLesSeg,UPENN-GBM,0.45,brainfm
NSK-GBM,3D-MR-MS,0.2916666666666667,brainfm
NSK-GBM,BGSP,0.0,brainfm
NSK-GBM,BraTS25-MEN,0.30333333333333334,brainfm
NSK-GBM,BraTS25-MET,0.30666666666666664,brainfm
NSK-GBM,BraTS25-SSA,0.31666666666666665,brainfm
NSK-GBM,BrainMetShare,0.0,brainfm
NSK-GBM,EPISURG,0.3,brainfm
NSK-GBM,ISLES22,0.004,brainfm
NSK-GBM,IXI,0.0,brainfm
NSK-GBM,MS-60,0.3333333333333333,brainfm
NSK-GBM,MSLesSeg,0.11666666666666667,brainfm
NSK-GBM,NFBS,0.0,brainfm
